label	text
SAR	 prepaid card is just like the credit card that has credit limit or you just have to deposit first in the prepaid to use that
SAR	how organizations can encourage people to be their best selves  hr  via 
SAR	oh , pls . dont you see the rt when armstrong apologised to indira gandhi
SAR	super fun night all around . thanks  and   and   got lucky and got to bring  home with him !
SAR	thanks so much to the brothers of for allowing me to speak yesterday , you all are a great group of guys .  ford fiesta 
SAR	so  hungry  .  at this time . to stay or go find food ?
SAR	i can deal with a lot of dumb tv but there are some things that just really annoy me and tonight ' s  twd  is one of those things .
SAR	 again you did not do your job . why are you there , you need to i will  alone have just destroyed the  usa 
SAR	i need to watch what i say cause i always say the wrong thing and end up crying my self to sleep . goodnight 
NON	the best time for calc homework is  pm 
SAR	happy birthday to the baldwin lady ! 
NON	was supposed to go for a walk with  and then she made me sprint  nice 
SAR	the only thing that is annoying about this is you look totally cool 
SAR	sometimes you have to forget what you feel and remember what you deserve .
SAR	stop snapping me . just stop
NON	it ' s what we have for today life it ' s getting difficult  miami 
SAR	bryson tiller two hearts been stuck in my head all damn day well the ending like dammit           love his music shit
NON	when cleaning my house  cleaning  complaining  playing with stuffs that i just found
NON	love crying before a vb game  my favorite 
NON	i do not need a perfect relationship , i just need someone who will not give up on me .
SAR	 relaunch  could not handle the distance 
NON	you gotta date someone u can have fun at a grocery store with
NON	i have homework to do and here i am laying in bed being all productive .
SAR	i am gonna stay up all night to finish my homework so i can sleep all day tomorrow
SAR	my waterbed is feeling so good right now  warm   sleepy  . 
SAR	let us show everybody just how good we are tonight d  starcevich deion 
SAR	beauty sleep , because you are most attractive when you are quiet .
SAR	 years ago , i would have never thought that i would be this happy , so positive and full of life . they are right when they say time heals you
NON	no matter how busy a person ' s day may be . if they really care , they will always find time for you .
SAR	i love how much i laugh at our own videos sometimes lol
SAR	 they are all entitled rich kids who do not work and do not have manners  and forgot high school is over 
NON	my bestfriend is not allowed to stop being my bestfriend , the bitch knows too much
SAR	psbattle this squash with a butt
NON	btw mom , thanks for not waking me up  missed the doctors appointment
SAR	this looks so good i almost want to cry ! fuck my diet !  food   burger   food por rn   hungry 
NON	 , did not  say he wasn ' t a role model ? why listen to him now ?
NON	i only shaved one leg last night so that ' s how my day is going .
SAR	on the menu today , a visit to  to express my gratitude
NON	you were my cup of tea but i drink champagne now
SAR	 glad you like the illustration mate . cracking piece on berba . let us do more !
SAR	 shit is probably too hot to handle so she ' s hoping the ice cools her down  
SAR	 greensboro  wife of man accused of trying to drown their kids arrested
SAR	however you commute , did you notice increased security today ?
SAR	 i love you i love you i love you i love you  ! low key need you in one of my classes . and i told you , tell banjo to send me those videos .
SAR	how u leave yo mans down for a broke bitch most of these tuff niggas on some hoe shit
NON	men are fickle . god bless them .
NON	 rt i  dont even get mad anymore ! i expect bullshit from people .
SAR	 why would i vote for a corrupt felon that failed at everything she has tried to do ? why keep lying to yourself ?
NON	ew  i actually puked . hahah just how i love to start my monday mornings   
NON	kinda tired had school then work and came home to kids . now were washed ready for bed and i am studying . and i work   tomorrow   fun 
SAR	sometimes you can tell it ' s going to be a bad day when someone you do not like is smiling .
NON	wet , foggy , and dark , sounds like a good combination of driving weather
SAR	i am heartbroken for the families that have lost loved ones , and the people of france . so sry for your loss . sometimes all we can do is tweet
SAR	i hate when she on her period 
NON	a bed designed like a toaster it just launches your unwilling body out when the alarm goes .
SAR	  hahaah why humaidi is a pigeon babe u dont have to say hahaa   
NON	 is getting the most attractive pictures of me ever right now . 
SAR	my phone battery say  . i just charge  hours ago okay what this nonsense
SAR	i love how barca plays free flowing football now
NON	rt normal people bye me may the god of light be with you for the night is dark and full of terrors .
SAR	china ' s ios , android growth up more than  in last year according to flurry . chile is 2 nd at  .
NON	love that way my water bottle spills in my bag n ruins half my jotters / notes etc
SAR	man i can not wait to be out of highschool .  let me just leave it at that 
NON	rt there is nothing bad about  monday  .  probably it ' s ur life that sucks .  
NON	always go with the choice that scares you the most , because that ' s the one that is going to help you grow
NON	if a tree falls in the forest and no one is around to hear it , then have we found the perfect location for a nickelback concert ?
